search_keyword,product_id,title,price,status_code,status,condition,location,free_shipping,num_faved,num_comment,update_time,update_timestamp,tag,category_id,product_url
쿠쿠 밥솥,397312723,쿠쿠 CRP-P067FD 6인용 전기압력밥솥,60000,0,판매중,중고,대전광역시 서구 둔산3동,False,1,0,2026-03-25 14:48:56,1774417736,,610600008,https://m.bunjang.co.kr/products/397312723
쿠쿠 밥솥,397157941,쿠쿠 CRP-L108FR 전기 압력밥솥,45000,0,판매중,중고,,False,1,0,2026-03-24 18:06:14,1774343174,,610600008,https://m.bunjang.co.kr/products/397157941
쿠쿠 밥솥,397157306,쿠쿠 IH 압력밥솥 CRP-HDXG105SP(10인용)),45000,0,판매중,중고,,False,1,0,2026-03-24 18:03:24,1774343004,,610600008,https://m.bunjang.co.kr/products/397157306
쿠쿠 밥솥,396631100,쿠쿠 IH압력밥솥 10인용 새상품급,75000,1,예약중,중고,부산광역시 남구 용호제1동,False,0,0,2026-03-24 12:27:17,1774322837,,610600008,https://m.bunjang.co.kr/products/396631100
쿠쿠 밥솥,397083356,쿠쿠 트윈프레셔 6인용 피치골드 압력밥솥,150000,0,판매중,중고,인천광역시 부평구 청천2동,False,0,0,2026-03-24 11:10:34,1774318234,,610600008,https://m.bunjang.co.kr/products/397083356
쿠쿠 밥솥,396712122,20년식 쿠쿠 압력밥솥6인용,120000,0,판매중,중고,,False,0,0,2026-03-22 15:13:44,1774160024,,610600008,https://m.bunjang.co.kr/products/396712122
쿠쿠 밥솥,382782730,쿠쿠 압력밥솥 HSXB0630FB,45000,0,판매중,중고,서울특별시 서초구 양재1동,True,2,0,2026-03-20 12:35:02,1773977702,,610600008,https://m.bunjang.co.kr/products/382782730
쿠쿠 밥솥,370583452,쿠쿠 전기보온밥솥 10인용 (내솥 X),17000,1,예약중,중고,경기도 수원시 팔달구 지동,False,6,0,2026-03-19 10:35:42,1773884142,쿠쿠 전기보온밥솥 1010인용,610600008,https://m.bunjang.co.kr/products/370583452
쿠쿠 밥솥,392696336,쿠쿠3인용 전기압력밥솥,50000,1,예약중,중고,,False,5,0,2026-03-17 09:09:10,1773706150,,610600008,https://m.bunjang.co.kr/products/392696336
쿠쿠 밥솥,395589804,쿠쿠 CR-0375FW 3인용 전기밥솥,50000,0,판매중,중고,,True,2,0,2026-03-16 23:08:27,1773670107,,610600008,https://m.bunjang.co.kr/products/395589804
쿠쿠 밥솥,395589010,쿠쿠 IH 압력밥솥 HNXG1010FB,80000,0,판매중,중고,,True,0,0,2026-03-16 23:04:37,1773669877,,610600008,https://m.bunjang.co.kr/products/395589010
쿠쿠 밥솥,394521722,쿠쿠 블랙스톤 압력밥솥 6인용,69000,1,예약중,중고,경기도 수원시 팔달구 지동,False,1,0,2026-03-16 19:49:55,1773658195,쿠쿠 블랙스톤 압력밥솥 6인용,610600008,https://m.bunjang.co.kr/products/394521722
쿠쿠 밥솥,395498220,쿠쿠 전기밥솥 30인용 CR-3031V,50000,0,판매중,중고,경기도 화성시 동탄6동,False,2,0,2026-03-16 16:05:51,1773644751,,610600008,https://m.bunjang.co.kr/products/395498220
쿠쿠 밥솥,146405305,"영국장미 원단으로 만든 밥솥덮개, 밥솥깔개",27000,0,판매중,새상품,,True,7,0,2026-03-15 22:39:39,1773581979,밥솥덮개 밥솥깔개 쿠쿠 쿠첸 밥통커버,800100999,https://m.bunjang.co.kr/products/146405305
쿠쿠 밥솥,395277523,23년 쿠쿠 SMART IH 압력밥솥 6인용,150000,0,판매중,중고,서울특별시 서대문구 홍제제1동,False,0,0,2026-03-15 14:37:23,1773553043,,610600008,https://m.bunjang.co.kr/products/395277523
쿠쿠 밥솥,273810471,최고급 명품 럭셔리 디럭스 압력 밥솥 쿠쿠 6인용 CRP-P067FR,95000,0,판매중,새상품,대전광역시 중구 태평2동,True,3,0,2026-03-13 16:36:59,1773387419,rice cooker cuckoo 밥솥 쿠쿠,610600008,https://m.bunjang.co.kr/products/273810471
쿠쿠 밥솥,355259776,쿠쿠10인용 압력밥솥,199000,1,예약중,중고,경기도 남양주시 호평동,True,5,0,2026-03-12 07:47:06,1773269226,,610600008,https://m.bunjang.co.kr/products/355259776
쿠쿠 밥솥,357923908,쿠쿠 IH압력밥솥 6인용,120000,0,판매중,중고,,False,1,0,2026-03-08 18:56:51,1772963811,,610600008,https://m.bunjang.co.kr/products/357923908
